@relation mesocyclone

@attribute baseHt real
@attribute depth real
@attribute coreDepth real
@attribute baseDiam real
@attribute baseShear real
@attribute baseVrot real
@attribute baseGTGVD real
@attribute maxShear real
@attribute maxVrot real
@attribute meanStrength real
@attribute MaxStrength real
@attribute meanReflectivity real
@attribute maxReflectivity real
@attribute class real

@data
	  0.731541	  0.776390	  0.088928	  2.015719	 -1.089903	 -1.368438	 -1.083393	 -1.216823	 -0.964081	 -0.546667	 -0.899003	 -0.041705	  0.066457
	 -1.096464	 -1.412508	 -1.888608	 -1.200345	  1.651460	 -0.316810	 -0.886870	  1.216122	 -0.759517	 -0.297205	 -0.187476	 -2.105745	 -2.070096
	 -1.096464	 -1.387051	 -1.838585	 -1.171971	  1.606323	 -0.199963	 -0.231796	  1.432644	 -0.248108	  0.201718	  0.168288	 -2.404262	 -2.313533
	 -1.094990	 -1.289488	 -1.644746	 -1.114181	  0.775011	 -0.725777	 -0.428318	  0.401434	 -1.066363	 -0.546667	 -0.543239	 -1.888261	 -1.939584
	 -1.066581	  0.732581	  0.008772	  0.657388	 -0.925137	 -1.193166	 -0.886870	 -1.178909	 -1.526631	 -0.796128	 -0.543239	  0.697515	  0.502236
	 -1.096451	 -1.374365	 -1.813639	 -1.262654	  2.521724	 -0.024692	 -0.624840	  2.025061	 -0.503813	 -0.297205	 -0.187476	 -1.938142	 -1.492830
	 -1.095672	 -1.308121	 -1.682345	 -1.236981	  1.388734	 -0.725777	 -0.362810	  1.317687	 -1.117504	 -0.546667	 -0.543239	 -2.163451	 -2.199824
	 -1.094360	 -1.239086	 -1.544799	 -0.412498	 -0.425105	 -0.784200	 -0.493825	  0.346459	 -1.015222	 -0.546667	 -0.543239	 -2.079815	 -1.989814
	 -1.094622	 -1.375622	 -1.813468	 -1.138174	  1.173746	 -0.433658	 -0.952378	  0.772071	 -0.861799	 -0.297205	 -0.187476	 -1.952984	 -1.846746
	 -1.095949	 -1.374647	 -1.813468	 -0.368565	  0.246225	  0.910088	  0.881831	  0.087916	  0.314442	  0.201718	  0.524051	 -2.130726	 -1.759739
	 -1.096263	 -1.368051	 -1.800960	 -1.044832	  0.333626	 -0.959471	 -0.690348	  0.456315	 -1.066363	 -0.546667	 -0.543239	 -2.357135	 -2.337389
	 -1.095721	 -1.333439	 -1.732165	 -1.151375	  1.424840	 -0.258387	 -0.362810	  1.005472	 -0.503813	 -0.047743	 -0.187476	 -2.311916	 -2.126798
	 -1.066391	  1.019361	  0.303288	  4.884328	 -1.106768	 -0.433658	 -0.559333	 -1.248373	 -0.861799	 -0.546667	 -0.543239	  0.344149	  0.329486
	 -1.095348	 -1.333789	 -1.732316	 -1.296716	  2.625948	 -0.199963	 -0.035273	  2.121941	 -0.657235	 -0.047743	 -0.187476	 -2.070852	 -2.404366
	 -1.070178	  0.626921	 -0.143540	  1.729183	 -0.612889	  1.552749	  1.143861	 -0.888665	  0.876992	  0.201718	  0.524051	  0.428529	  0.534125
	 -1.067446	  1.606830	  1.788711	  1.640703	 -0.990379	 -0.901048	 -0.755855	 -1.141874	 -0.043544	 -0.546667	 -0.187476	  0.711184	  0.250756
	 -1.096388	 -1.349001	 -1.763707	 -1.104362	  0.284627	 -1.193166	 -1.148900	  0.554810	 -1.526631	 -1.045590	 -0.899003	 -1.807235	 -1.272061
	  1.557204	  0.376887	  1.622451	 -0.723811	  0.169602	 -0.258387	  0.423279	 -0.161313	 -0.708376	  0.451180	  0.168288	 -1.104032	 -1.240340
	  0.378492	  1.379445	  1.591548	  0.359477	 -0.838542	 -1.076319	 -0.624840	 -0.784962	 -0.248108	  0.118564	 -0.543239	  0.660774	  0.345627
	 -1.075211	  2.521788	  1.917468	  1.501617	 -1.016035	 -1.134743	 -0.493825	 -0.801545	 -0.299249	 -0.047743	 -0.543239	  0.629137	  0.408439
	 -1.096941	 -1.383250	 -1.831803	 -1.127089	  0.235043	 -1.310014	 -1.083393	 -0.100484	 -1.424349	 -0.796128	 -0.543239	 -1.882646	 -2.095572
